State,District,Market,Commodity,Modal Price,,
Kerala,Ernakulam,Perumbavoor,Drumstick,6000,,
Kerala,Ernakulam,Perumbavoor,Elephant Yam (Suran),3500,,
Kerala,Ernakulam,Perumbavoor,Field Pea,4000,,
Kerala,Ernakulam,Perumbavoor,Ginger(Dry),27000,,
Kerala,Ernakulam,Perumbavoor,Ginger(Green),18000,,
Kerala,Ernakulam,Perumbavoor,Green Chilli,7500,,
Kerala,Ernakulam,Perumbavoor,Little gourd (Kundru),2500,,
Kerala,Ernakulam,Perumbavoor,Mango (Raw-Ripe),3500,,
Kerala,Ernakulam,Perumbavoor,Onion,2500,,
Kerala,Ernakulam,Perumbavoor,Pineapple,3500,,
Kerala,Ernakulam,Perumbavoor,Potato,2800,,
Kerala,Ernakulam,Perumbavoor,Pumpkin,2500,,
Kerala,Ernakulam,Perumbavoor,Snakeguard,2500,,
Kerala,Ernakulam,Perumbavoor,Tapioca,2500,,
Kerala,Ernakulam,Perumbavoor,Tomato,10500,,
Kerala,Ernakulam,Piravam,Amaranthus,3500,,
Kerala,Ernakulam,Piravam,Amphophalus,5000,,
Kerala,Ernakulam,Piravam,Ashgourd,3000,,
Kerala,Ernakulam,Piravam,Banana - Green,5000,,
Kerala,Ernakulam,Piravam,Beetroot,5000,,
Kerala,Ernakulam,Piravam,Bhindi(Ladies Finger),6000,,
Kerala,Ernakulam,Piravam,Bitter gourd,6500,,
Kerala,Ernakulam,Piravam,Bottle gourd,3000,,
Kerala,Ernakulam,Piravam,Brinjal,4500,,
Kerala,Ernakulam,Piravam,Cabbage,4000,,
Kerala,Ernakulam,Piravam,Carrot,7000,,
Kerala,Ernakulam,Piravam,Cauliflower,6000,,
Kerala,Ernakulam,Piravam,Cowpea(Veg),6000,,
Kerala,Ernakulam,Piravam,Cucumbar(Kheera),4000,,
Kerala,Ernakulam,Piravam,Drumstick,6000,,
Kerala,Ernakulam,Piravam,Lemon,6000,,
Kerala,Ernakulam,Piravam,Little gourd (Kundru),5000,,
Kerala,Ernakulam,Piravam,Mango,5000,,
Kerala,Ernakulam,Piravam,Onion,2500,,
Kerala,Ernakulam,Piravam,Potato,3500,,
Kerala,Ernakulam,Piravam,Pumpkin,3000,,
Kerala,Ernakulam,Piravam,Tapioca,3000,,
Kerala,Ernakulam,Thrippunithura,Amphophalus,6200,,
Kerala,Ernakulam,Thrippunithura,Ashgourd,3000,,
Kerala,Ernakulam,Thrippunithura,Banana,3000,,
Kerala,Ernakulam,Thrippunithura,Banana,5000,,
Kerala,Ernakulam,Thrippunithura,Banana - Green,4700,,
Kerala,Ernakulam,Thrippunithura,Beetroot,6200,,
Kerala,Ernakulam,Thrippunithura,Bhindi(Ladies Finger),5800,,
Kerala,Ernakulam,Thrippunithura,Bitter gourd,6200,,
Kerala,Ernakulam,Thrippunithura,Bottle gourd,4200,,
Kerala,Ernakulam,Thrippunithura,Brinjal,4700,,
Kerala,Ernakulam,Thrippunithura,Cabbage,3700,,
Kerala,Ernakulam,Thrippunithura,Capsicum,12000,,
Kerala,Ernakulam,Thrippunithura,Carrot,6200,,
Kerala,Ernakulam,Thrippunithura,Cauliflower,5200,,
Kerala,Ernakulam,Thrippunithura,Cluster beans,4500,,
Kerala,Ernakulam,Thrippunithura,Colacasia,6000,,
Kerala,Ernakulam,Thrippunithura,Cowpea(Veg),5200,,
Kerala,Ernakulam,Thrippunithura,Cucumbar(Kheera),2600,,
Kerala,Ernakulam,Thrippunithura,Drumstick,3700,,
Kerala,Ernakulam,Thrippunithura,Ginger(Green),26000,,
Kerala,Ernakulam,Thrippunithura,Green Chilli,8000,,
Kerala,Ernakulam,Thrippunithura,Indian Beans (Seam),9200,,
Kerala,Ernakulam,Thrippunithura,Leafy Vegetable,6000,,
Kerala,Ernakulam,Thrippunithura,Lemon,6500,,
Kerala,Ernakulam,Thrippunithura,Little gourd (Kundru),4800,,
Kerala,Ernakulam,Thrippunithura,Mango (Raw-Ripe),8000,,
Kerala,Ernakulam,Thrippunithura,Onion,2600,,
Kerala,Ernakulam,Thrippunithura,Pineapple,7200,,
Kerala,Ernakulam,Thrippunithura,Potato,4000,,
Kerala,Ernakulam,Thrippunithura,Pumpkin,3200,,
Kerala,Ernakulam,Thrippunithura,Snakeguard,4700,,
Kerala,Ernakulam,Thrippunithura,Tapioca,2600,,
Kerala,Idukki,Adimali,Amaranthus,4000,,
Kerala,Idukki,Adimali,Amphophalus,6000,,
Kerala,Idukki,Adimali,Ashgourd,2500,,
Kerala,Idukki,Adimali,Banana,6000,,
Kerala,Idukki,Adimali,Banana,6000,,
Kerala,Idukki,Adimali,Banana,3000,,
Kerala,Idukki,Adimali,Banana - Green,4000,,
Kerala,Idukki,Adimali,Beetroot,6000,,
Kerala,Idukki,Adimali,Bhindi(Ladies Finger),5000,,
Kerala,Idukki,Adimali,Bitter gourd,6000,,
Kerala,Idukki,Adimali,Bottle gourd,2500,,
Kerala,Idukki,Adimali,Brinjal,4000,,
Kerala,Idukki,Adimali,Cabbage,4000,,
Kerala,Idukki,Adimali,Carrot,6000,,
Kerala,Idukki,Adimali,Cluster beans,8000,,
Kerala,Idukki,Adimali,Cocoa,5000,,
Kerala,Idukki,Adimali,Cowpea(Veg),7000,,
Kerala,Idukki,Adimali,Drumstick,6000,,
Kerala,Idukki,Adimali,Ginger(Green),18000,,
Kerala,Idukki,Adimali,Grapes,8000,,
Kerala,Idukki,Adimali,Grapes,10000,,
Kerala,Idukki,Adimali,Green Chilli,8000,,
Kerala,Idukki,Adimali,Mango,5000,,
Kerala,Idukki,Adimali,Orange,12000,,
Kerala,Idukki,Adimali,Pineapple,6000,,
Kerala,Idukki,Adimali,Pumpkin,3000,,
Kerala,Idukki,Adimali,Snakeguard,4000,,
Kerala,Idukki,Adimali,Tapioca,3500,,
Kerala,Idukki,Thodupuzha,Apple,21000,,
Kerala,Idukki,Thodupuzha,Ashgourd,2000,,
Kerala,Idukki,Thodupuzha,Banana,4000,,
Kerala,Idukki,Thodupuzha,Banana,6800,,
Kerala,Idukki,Thodupuzha,Banana,2000,,
Kerala,Idukki,Thodupuzha,Banana,2500,,
Kerala,Idukki,Thodupuzha,Banana,2200,,
Kerala,Idukki,Thodupuzha,Beetroot,3000,,
Kerala,Idukki,Thodupuzha,Bhindi(Ladies Finger),4000,,
Kerala,Idukki,Thodupuzha,Bitter gourd,4500,,
Kerala,Idukki,Thodupuzha,Black pepper,53000,,
Kerala,Idukki,Thodupuzha,Black pepper,50000,,
Kerala,Idukki,Thodupuzha,Brinjal,2800,,
Kerala,Idukki,Thodupuzha,Cabbage,3000,,
Kerala,Idukki,Thodupuzha,Carrot,5000,,
Kerala,Idukki,Thodupuzha,Cauliflower,3000,,
Kerala,Idukki,Thodupuzha,Cloves,90000,,
Kerala,Idukki,Thodupuzha,Coconut,2000,,
Kerala,Idukki,Thodupuzha,Coconut,3200,,
Kerala,Idukki,Thodupuzha,Coconut Oil,16500,,
Kerala,Idukki,Thodupuzha,Copra,9000,,
Kerala,Idukki,Thodupuzha,Cowpea(Veg),5500,,
Kerala,Idukki,Thodupuzha,Cucumbar(Kheera),1200,,
Kerala,Idukki,Thodupuzha,Cucumbar(Kheera),1600,,
Kerala,Idukki,Thodupuzha,Drumstick,3400,,
Kerala,Idukki,Thodupuzha,French Beans (Frasbean),6500,,
Kerala,Idukki,Thodupuzha,Garlic,16500,,
Kerala,Idukki,Thodupuzha,Grapes,6000,,
Kerala,Idukki,Thodupuzha,Grapes,8000,,
Kerala,Idukki,Thodupuzha,Green Chilli,6000,,
Kerala,Idukki,Thodupuzha,Little gourd (Kundru),3000,,
Kerala,Idukki,Thodupuzha,Mango,2800,,
Kerala,Idukki,Thodupuzha,Mango (Raw-Ripe),3800,,
Kerala,Idukki,Thodupuzha,Nutmeg,24000,,
Kerala,Idukki,Thodupuzha,Onion,2100,,
Kerala,Idukki,Thodupuzha,Onion,7000,,
Kerala,Idukki,Thodupuzha,Potato,3000,,
Kerala,Idukki,Thodupuzha,Rice,3800,,
Kerala,Idukki,Thodupuzha,Rice,4800,,
Kerala,Idukki,Thodupuzha,Rubber,12100,,
Kerala,Idukki,Thodupuzha,Rubber,15200,,
Kerala,Idukki,Thodupuzha,Snakeguard,3000,,
Kerala,Idukki,Thodupuzha,Tomato,14000,,
Kerala,Kannur,Kannur,Banana - Green,5500,,
Kerala,Kannur,Kannur,Black pepper,55000,,
Kerala,Kannur,Kannur,Coconut Oil,15000,,
Kerala,Kannur,Kannur,Onion,2500,,
Kerala,Kannur,Payyannur,Amaranthus,3500,,
Kerala,Kannur,Payyannur,Arecanut(Betelnut/Supari),39000,,
Kerala,Kannur,Payyannur,Ashgourd,3000,,
Kerala,Kannur,Payyannur,Banana,3900,,
Kerala,Kannur,Payyannur,Banana,4200,,
Kerala,Kannur,Payyannur,Banana,4500,,
Kerala,Kannur,Payyannur,Black pepper,49000,,
Kerala,Kannur,Payyannur,Copra,7600,,
Kerala,Kannur,Payyannur,Cucumbar(Kheera),1700,,
Kerala,Kannur,Payyannur,Pumpkin,2400,,
Kerala,Kannur,Payyannur,Tapioca,3000,,
Kerala,Kannur,Taliparamba,Arecanut(Betelnut/Supari),40000,,
Kerala,Kannur,Taliparamba,Black pepper,53000,,
Kerala,Kannur,Taliparamba,Coconut,2700,,
Kerala,Kannur,Taliparamba,Copra,7800,,
Kerala,Kannur,Taliparamba,Rubber,15000,,
Kerala,Kasargod,Kanjangadu,Arecanut(Betelnut/Supari),35000,,
Kerala,Kasargod,Kanjangadu,Ashgourd,2400,,
Kerala,Kasargod,Kanjangadu,Banana,5500,,
Kerala,Kasargod,Kanjangadu,Banana,6000,,
Kerala,Kasargod,Kanjangadu,Banana - Green,3200,,
Kerala,Kasargod,Kanjangadu,Bhindi(Ladies Finger),4000,,
Kerala,Kasargod,Kanjangadu,Bitter gourd,6000,,
Kerala,Kasargod,Kanjangadu,Black pepper,42000,,
Kerala,Kasargod,Kanjangadu,Brinjal,3000,,
Kerala,Kasargod,Kanjangadu,Cabbage,2800,,
Kerala,Kasargod,Kanjangadu,Cauliflower,4000,,
Kerala,Kasargod,Kanjangadu,Coconut Oil,14500,,
Kerala,Kasargod,Kanjangadu,Coconut Seed,2400,,
Kerala,Kasargod,Kanjangadu,Copra,7500,,
Kerala,Kasargod,Kanjangadu,Cowpea(Veg),6000,,
Kerala,Kasargod,Kanjangadu,Cucumbar(Kheera),1600,,
Kerala,Kasargod,Kanjangadu,Drumstick,4000,,
Kerala,Kasargod,Kanjangadu,Elephant Yam (Suran),6000,,
Kerala,Kasargod,Kanjangadu,Ginger(Green),18000,,
Kerala,Kasargod,Kanjangadu,Green Chilli,6000,,
Kerala,Kasargod,Kanjangadu,Little gourd (Kundru),3500,,
Kerala,Kasargod,Kanjangadu,Onion,2400,,
Kerala,Kasargod,Kanjangadu,Potato,2500,,
Kerala,Kasargod,Kanjangadu,Pumpkin,2000,,
Kerala,Kasargod,Kanjangadu,Ridgeguard(Tori),5000,,
Kerala,Kasargod,Kanjangadu,Snakeguard,4000,,
Kerala,Kasargod,Kanjangadu,Tapioca,3000,,
Kerala,Kollam,Kottarakkara,Amaranthus,5000,,
Kerala,Kollam,Kottarakkara,Ashgourd,3500,,
Kerala,Kollam,Kottarakkara,Beetroot,4000,,
Kerala,Kollam,Kottarakkara,Bhindi(Ladies Finger),5000,,
Kerala,Kollam,Kottarakkara,Bitter gourd,8000,,
Kerala,Kollam,Kottarakkara,Bottle gourd,3500,,
Kerala,Kollam,Kottarakkara,Brinjal,4000,,
Kerala,Kollam,Kottarakkara,Cabbage,5000,,
Kerala,Kollam,Kottarakkara,Carrot,7000,,
Kerala,Kollam,Kottarakkara,Coconut,3500,,
Kerala,Kollam,Kottarakkara,Colacasia,8000,,
Kerala,Kollam,Kottarakkara,Cowpea(Veg),7500,,
Kerala,Kollam,Kottarakkara,Cucumbar(Kheera),5000,,
Kerala,Kollam,Kottarakkara,Elephant Yam (Suran),5000,,
Kerala,Kollam,Kottarakkara,Ginger(Green),30000,,
Kerala,Kollam,Kottarakkara,Green Chilli,10000,,
Kerala,Kollam,Kottarakkara,Little gourd (Kundru),5000,,
Kerala,Kollam,Kottarakkara,Onion,4000,,
Kerala,Kollam,Kottarakkara,Potato,3500,,
Kerala,Kollam,Kottarakkara,Pumpkin,4000,,
Kerala,Kollam,Kottarakkara,Snakeguard,4000,,
Kerala,Kollam,Kottarakkara,Tapioca,4000,,
Kerala,Kollam,Kottarakkara,Tomato,10000,,
Kerala,Kollam,Sasthamkotta,Amphophalus,5800,,
Kerala,Kollam,Sasthamkotta,Ashgourd,6200,,
Kerala,Kollam,Sasthamkotta,Banana,8200,,
Kerala,Kollam,Sasthamkotta,Banana,2400,,
Kerala,Kollam,Sasthamkotta,Banana,5800,,
Kerala,Kollam,Sasthamkotta,Banana,6200,,
Kerala,Kollam,Sasthamkotta,Banana,3000,,
Kerala,Kollam,Sasthamkotta,Bhindi(Ladies Finger),6200,,
Kerala,Kollam,Sasthamkotta,Bitter gourd,9200,,
Kerala,Kollam,Sasthamkotta,Brinjal,5200,,
Kerala,Kollam,Sasthamkotta,Cowpea(Veg),9200,,
Kerala,Kollam,Sasthamkotta,Cucumbar(Kheera),5200,,
Kerala,Kollam,Sasthamkotta,Green Chilli,18200,,
Kerala,Kollam,Sasthamkotta,Pumpkin,4200,,
Kerala,Kollam,Sasthamkotta,Snakeguard,4200,,
Kerala,Kollam,Sasthamkotta,Tomato,13200,,
Kerala,Kollam,Sasthamkotta,Yam,7200,,
Kerala,Kottayam,Ettumanoor,Ashgourd,2200,,
Kerala,Kottayam,Ettumanoor,Banana,5600,,
Kerala,Kottayam,Ettumanoor,Beetroot,3000,,
Kerala,Kottayam,Ettumanoor,Bhindi(Ladies Finger),3800,,
Kerala,Kottayam,Ettumanoor,Bitter gourd,5000,,
Kerala,Kottayam,Ettumanoor,Brinjal,2600,,
Kerala,Kottayam,Ettumanoor,Cabbage,3200,,
Kerala,Kottayam,Ettumanoor,Carrot,5200,,
Kerala,Kottayam,Ettumanoor,Cluster beans,5600,,
Kerala,Kottayam,Ettumanoor,Coconut,3400,,
Kerala,Kottayam,Ettumanoor,Colacasia,8800,,
Kerala,Kottayam,Ettumanoor,Cucumbar(Kheera),1800,,
Kerala,Kottayam,Ettumanoor,Drumstick,3400,,
Kerala,Kottayam,Ettumanoor,Elephant Yam (Suran),5500,,
Kerala,Kottayam,Ettumanoor,Green Chilli,7200,,
Kerala,Kottayam,Ettumanoor,Little gourd (Kundru),3200,,
Kerala,Kottayam,Ettumanoor,Mango (Raw-Ripe),4000,,
Kerala,Kottayam,Ettumanoor,Onion,2400,,
Kerala,Kottayam,Ettumanoor,Onion,7700,,
Kerala,Kottayam,Ettumanoor,Potato,3100,,
Kerala,Kottayam,Ettumanoor,Pumpkin,2300,,
Kerala,Kottayam,Ettumanoor,Snakeguard,3000,,
Kerala,Kottayam,Kuruppanthura,Amphophalus,5600,,
Kerala,Kottayam,Kuruppanthura,Ashgourd,3000,,
Kerala,Kottayam,Kuruppanthura,Beetroot,4600,,
Kerala,Kottayam,Kuruppanthura,Bhindi(Ladies Finger),4600,,
Kerala,Kottayam,Kuruppanthura,Bitter gourd,6800,,
Kerala,Kottayam,Kuruppanthura,Brinjal,3500,,
Kerala,Kottayam,Kuruppanthura,Drumstick,5000,,
Kerala,Kottayam,Kuruppanthura,Ginger(Green),20000,,
Kerala,Kottayam,Kuruppanthura,Green Chilli,7000,,
Kerala,Kottayam,Kuruppanthura,Mango (Raw-Ripe),3500,,
Kerala,Kottayam,Kuruppanthura,Onion,3000,,
Kerala,Kottayam,Kuruppanthura,Potato,3000,,
Kerala,Kottayam,Kuruppanthura,Pumpkin,2500,,
Kerala,Kottayam,Kuruppanthura,Snakeguard,3000,,
Kerala,Kottayam,Kuruppanthura,Tapioca,3000,,
Kerala,Kottayam,Kuruppanthura,Tomato,8000,,
Kerala,Kottayam,Pala,Banana,4800,,
Kerala,Kottayam,Pala,Banana - Green,4800,,
Kerala,Kottayam,Pala,Beetroot,5500,,
Kerala,Kottayam,Pala,Bhindi(Ladies Finger),4500,,
Kerala,Kottayam,Pala,Bitter gourd,4500,,
Kerala,Kottayam,Pala,Cabbage,2500,,
Kerala,Kottayam,Pala,Carrot,6000,,
Kerala,Kottayam,Pala,Cluster beans,6000,,
Kerala,Kottayam,Pala,Cowpea(Veg),5000,,
Kerala,Kottayam,Pala,Cucumbar(Kheera),3500,,
Kerala,Kottayam,Pala,Green Chilli,9000,,
Kerala,Kottayam,Pala,Little gourd (Kundru),4500,,
Kerala,Kottayam,Pala,Onion,2800,,
Kerala,Kottayam,Pala,Potato,3200,,
Kerala,Kottayam,Pala,Snakeguard,3000,,
Kerala,Kottayam,Pala,Tomato,11500,,
Kerala,Kottayam,Pampady,Amaranthus,3200,,
Kerala,Kottayam,Pampady,Ashgourd,3200,,
Kerala,Kottayam,Thalayolaparambu,Amaranthus,2500,,
Kerala,Kottayam,Thalayolaparambu,Ashgourd,2700,,
Kerala,Kottayam,Thalayolaparambu,Banana,4400,,
Kerala,Kottayam,Thalayolaparambu,Banana,2500,,
Kerala,Kottayam,Thalayolaparambu,Banana,4200,,
Kerala,Kottayam,Thalayolaparambu,Banana,3000,,
Kerala,Kottayam,Thalayolaparambu,Banana - Green,3600,,
Kerala,Kottayam,Thalayolaparambu,Beetroot,3500,,
Kerala,Kottayam,Thalayolaparambu,Bhindi(Ladies Finger),3700,,
Kerala,Kottayam,Thalayolaparambu,Bitter gourd,5600,,
Kerala,Kottayam,Thalayolaparambu,Brinjal,2700,,
Kerala,Kottayam,Thalayolaparambu,Brinjal,2500,,
Kerala,Kottayam,Thalayolaparambu,Cabbage,3300,,
Kerala,Kottayam,Thalayolaparambu,Carrot,5400,,
Kerala,Kottayam,Thalayolaparambu,Cauliflower,5700,,
Kerala,Kottayam,Thalayolaparambu,Cluster beans,7700,,
Kerala,Kottayam,Thalayolaparambu,Colacasia,8700,,
Kerala,Kottayam,Thalayolaparambu,Cucumbar(Kheera),1500,,
Kerala,Kottayam,Thalayolaparambu,Drumstick,3300,,
Kerala,Kottayam,Thalayolaparambu,Elephant Yam (Suran),5200,,
Kerala,Kottayam,Thalayolaparambu,Green Chilli,6600,,
Kerala,Kottayam,Thalayolaparambu,Lemon,5500,,
Kerala,Kottayam,Thalayolaparambu,Little gourd (Kundru),3000,,
Kerala,Kottayam,Thalayolaparambu,Mango,7000,,
Kerala,Kottayam,Thalayolaparambu,Onion,2500,,
Kerala,Kottayam,Thalayolaparambu,Onion,8700,,
Kerala,Kottayam,Thalayolaparambu,Pineapple,5400,,
Kerala,Kottayam,Thalayolaparambu,Potato,3400,,
Kerala,Kottayam,Thalayolaparambu,Pumpkin,2000,,
Kerala,Kottayam,Thalayolaparambu,Snakeguard,3300,,
Kerala,Kottayam,Thalayolaparambu,Tapioca,2300,,
Kerala,Kozhikode(Calicut),Perambra,Amaranthus,3000,,
Kerala,Kozhikode(Calicut),Perambra,Amphophalus,5800,,
Kerala,Kozhikode(Calicut),Perambra,Ashgourd,2500,,
Kerala,Kozhikode(Calicut),Perambra,Beetroot,4900,,
Kerala,Kozhikode(Calicut),Perambra,Bhindi(Ladies Finger),4200,,
Kerala,Kozhikode(Calicut),Perambra,Bitter gourd,5800,,
Kerala,Kozhikode(Calicut),Perambra,Brinjal,2500,,
Kerala,Kozhikode(Calicut),Perambra,Cabbage,2600,,
Kerala,Kozhikode(Calicut),Perambra,Carrot,5300,,
Kerala,Kozhikode(Calicut),Perambra,Cauliflower,3300,,
Kerala,Kozhikode(Calicut),Perambra,Cluster beans,3500,,
Kerala,Kozhikode(Calicut),Perambra,Cowpea(Veg),4200,,
Kerala,Kozhikode(Calicut),Perambra,Cucumbar(Kheera),1500,,
Kerala,Kozhikode(Calicut),Perambra,Drumstick,3200,,
Kerala,Kozhikode(Calicut),Perambra,French Beans (Frasbean),5000,,
Kerala,Kozhikode(Calicut),Perambra,Green Chilli,6500,,
Kerala,Kozhikode(Calicut),Perambra,Onion,2200,,
Kerala,Kozhikode(Calicut),Perambra,Potato,2700,,
Kerala,Kozhikode(Calicut),Perambra,Pumpkin,2300,,
Kerala,Kozhikode(Calicut),Perambra,Snakeguard,3000,,
Kerala,Malappuram,Kottakkal,Amaranthus,1980,,
Kerala,Malappuram,Kottakkal,Amla(Nelli Kai),3850,,
Kerala,Malappuram,Kottakkal,Amphophalus,5650,,
Kerala,Malappuram,Kottakkal,Apple,9650,,
Kerala,Malappuram,Kottakkal,Ashgourd,2750,,
Kerala,Malappuram,Kottakkal,Banana,5350,,
Kerala,Malappuram,Kottakkal,Banana,2500,,
Kerala,Malappuram,Kottakkal,Banana - Green,3450,,
Kerala,Malappuram,Kottakkal,Beans,5850,,
Kerala,Malappuram,Kottakkal,Bhindi(Ladies Finger),4100,,
Kerala,Malappuram,Kottakkal,Bitter gourd,5250,,
Kerala,Malappuram,Kottakkal,Bottle gourd,2400,,
Kerala,Malappuram,Kottakkal,Brinjal,2650,,
Kerala,Malappuram,Kottakkal,Cabbage,2750,,
Kerala,Malappuram,Kottakkal,Capsicum,9250,,
Kerala,Malappuram,Kottakkal,Carrot,5150,,
Kerala,Malappuram,Kottakkal,Cauliflower,2750,,
Kerala,Malappuram,Kottakkal,Coconut,2150,,
Kerala,Malappuram,Kottakkal,Coconut Oil,13250,,
Kerala,Malappuram,Kottakkal,Cowpea(Veg),5250,,
Kerala,Malappuram,Kottakkal,Cucumbar(Kheera),1860,,
Kerala,Malappuram,Kottakkal,Drumstick,2750,,
Kerala,Malappuram,Kottakkal,Green Chilli,7150,,
Kerala,Malappuram,Kottakkal,Lime,3750,,
Kerala,Malappuram,Kottakkal,Mango (Raw-Ripe),5750,,
Kerala,Malappuram,Kottakkal,Onion,2500,,
Kerala,Malappuram,Kottakkal,Papaya (Raw),2550,,
Kerala,Malappuram,Kottakkal,Pineapple,2750,,
Kerala,Malappuram,Kottakkal,Potato,2900,,
Kerala,Malappuram,Kottakkal,Pumpkin,2500,,
Kerala,Malappuram,Kottakkal,Snakeguard,2400,,
Kerala,Malappuram,Kottakkal,Tapioca,2850,,
Kerala,Malappuram,Manjeri,Amaranthus,1850,,
Kerala,Malappuram,Manjeri,Apple,17550,,
Kerala,Malappuram,Manjeri,Ashgourd,2050,,
Kerala,Malappuram,Manjeri,Banana,4550,,
Kerala,Malappuram,Manjeri,Banana - Green,4250,,
Kerala,Malappuram,Manjeri,Beetroot,2850,,
Kerala,Malappuram,Manjeri,Bengal Gram(Gram)(Whole),6250,,
Kerala,Malappuram,Manjeri,Bhindi(Ladies Finger),4050,,
Kerala,Malappuram,Manjeri,Bitter gourd,4850,,
Kerala,Malappuram,Manjeri,Bottle gourd,2250,,
Kerala,Malappuram,Manjeri,Brinjal,2250,,
Kerala,Malappuram,Manjeri,Cabbage,2050,,
Kerala,Malappuram,Manjeri,Capsicum,9050,,
Kerala,Malappuram,Manjeri,Carrot,4850,,
Kerala,Malappuram,Manjeri,Cauliflower,2250,,
Kerala,Malappuram,Manjeri,Chikoos(Sapota),3850,,
Kerala,Malappuram,Manjeri,Coconut,2550,,
Kerala,Malappuram,Manjeri,Colacasia,4550,,
Kerala,Malappuram,Manjeri,Coriander(Leaves),6550,,
Kerala,Malappuram,Manjeri,Cowpea(Veg),5850,,
Kerala,Malappuram,Manjeri,Cucumbar(Kheera),1250,,
Kerala,Malappuram,Manjeri,Drumstick,2850,,
Kerala,Malappuram,Manjeri,Elephant Yam (Suran),5550,,
Kerala,Malappuram,Manjeri,French Beans (Frasbean),6550,,
Kerala,Malappuram,Manjeri,Garlic,14050,,
Kerala,Malappuram,Manjeri,Grapes,4950,,
Kerala,Malappuram,Manjeri,Green Chilli,6050,,
Kerala,Malappuram,Manjeri,Green Gram (Moong)(Whole),10550,,
Kerala,Malappuram,Manjeri,Lime,4050,,
Kerala,Malappuram,Manjeri,Little gourd (Kundru),3650,,
Kerala,Malappuram,Manjeri,Mango,4050,,
Kerala,Malappuram,Manjeri,Mousambi(Sweet Lime),4550,,
Kerala,Malappuram,Manjeri,Onion,1950,,
Kerala,Malappuram,Manjeri,Papaya,2450,,
Kerala,Malappuram,Manjeri,Pepper ungarbled,46850,,
Kerala,Malappuram,Manjeri,Pineapple,5150,,
Kerala,Malappuram,Manjeri,Potato,2450,,
Kerala,Malappuram,Manjeri,Pumpkin,1850,,
Kerala,Malappuram,Manjeri,Ragi (Finger Millet),3750,,
Kerala,Malappuram,Manjeri,Rice,4450,,
Kerala,Malappuram,Manjeri,Snakeguard,2550,,
Kerala,Malappuram,Manjeri,Tapioca,3250,,
Kerala,Malappuram,Manjeri,Water Melon,1650,,
Kerala,Malappuram,Thirurrangadi,Amaranthus,5500,,
Kerala,Malappuram,Thirurrangadi,Ashgourd,1600,,
Kerala,Malappuram,Thirurrangadi,Banana,3500,,
Kerala,Malappuram,Thirurrangadi,Banana,2600,,
Kerala,Malappuram,Thirurrangadi,Banana,3200,,
Kerala,Malappuram,Thirurrangadi,Banana - Green,3500,,
Kerala,Malappuram,Thirurrangadi,Beans,6400,,
Kerala,Malappuram,Thirurrangadi,Beetroot,3500,,
Kerala,Malappuram,Thirurrangadi,Bhindi(Ladies Finger),4500,,
Kerala,Malappuram,Thirurrangadi,Bitter gourd,5500,,
Kerala,Malappuram,Thirurrangadi,Bottle gourd,2500,,
Kerala,Malappuram,Thirurrangadi,Brinjal,3200,,
Kerala,Malappuram,Thirurrangadi,Cabbage,2400,,
Kerala,Malappuram,Thirurrangadi,Capsicum,8500,,
Kerala,Malappuram,Thirurrangadi,Carrot,5500,,
Kerala,Malappuram,Thirurrangadi,Cauliflower,3600,,
Kerala,Malappuram,Thirurrangadi,Cucumbar(Kheera),1600,,
Kerala,Malappuram,Thirurrangadi,Drumstick,1000,,
Kerala,Malappuram,Thirurrangadi,Green Chilli,8500,,
Kerala,Malappuram,Thirurrangadi,Onion,2400,,
Kerala,Malappuram,Thirurrangadi,Pineapple,2500,,
Kerala,Malappuram,Thirurrangadi,Pumpkin,1500,,
Kerala,Malappuram,Thirurrangadi,Snakeguard,1600,,
Kerala,Malappuram,Thirurrangadi,Tapioca,2400,,
Kerala,Palakad,Koduvayoor,Ashgourd,2000,,
Kerala,Palakad,Koduvayoor,Banana,5000,,
Kerala,Palakad,Koduvayoor,Banana,5400,,
Kerala,Palakad,Koduvayoor,Banana,2500,,
Kerala,Palakad,Koduvayoor,Banana - Green,4500,,
Kerala,Palakad,Koduvayoor,Beetroot,3000,,
Kerala,Palakad,Koduvayoor,Bhindi(Ladies Finger),3500,,
Kerala,Palakad,Koduvayoor,Bitter gourd,5500,,
Kerala,Palakad,Koduvayoor,Bottle gourd,2000,,
Kerala,Palakad,Koduvayoor,Brinjal,3500,,
Kerala,Palakad,Koduvayoor,Cabbage,2000,,
Kerala,Palakad,Koduvayoor,Carrot,4400,,
Kerala,Palakad,Koduvayoor,Cauliflower,2800,,
Kerala,Palakad,Koduvayoor,Cluster beans,3500,,
Kerala,Palakad,Koduvayoor,Coconut,2800,,
Kerala,Palakad,Koduvayoor,Colacasia,4500,,
Kerala,Palakad,Koduvayoor,Cowpea(Veg),3000,,
Kerala,Palakad,Koduvayoor,Cucumbar(Kheera),1200,,
Kerala,Palakad,Koduvayoor,Drumstick,3000,,
Kerala,Palakad,Koduvayoor,Elephant Yam (Suran),5200,,
Kerala,Palakad,Koduvayoor,French Beans (Frasbean),6400,,
Kerala,Palakad,Koduvayoor,Garlic,16500,,
Kerala,Palakad,Koduvayoor,Green Avare (W),3500,,
Kerala,Palakad,Koduvayoor,Green Chilli,5200,,
Kerala,Palakad,Koduvayoor,Lemon,4000,,
Kerala,Palakad,Koduvayoor,Lime,3500,,
